"N.Registro";"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Posada Real";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"24/000845";"Casa Rural";"4ª - 4 Estrellas";"EL DESCANSO DEL ERIA";"Calle GENERALISIMO 29";"24736";"León";"Castrocontrigo";"TORNEROS DE LA VALDERIA";"TORNEROS DE LA VALDERIA";"620715121";"";"";"";"";"";"";"";"10";"";"";"";
"24/000846";"Casa Rural";"2ª - 2 Estrellas";"CASA DE ABRIL 2";"Calle CANALICA 5";"24414";"León";"Ponferrada";"SAN CRISTOBAL DE VALDUEZA";"SAN CRISTOBAL DE VALDUEZA";"677187955";"";"";"";"";"";"";"";"6";"";"";"";
"42/000553";"Casa Rural";"4ª - 4 Estrellas";"CASA RURAL BLASA";"Calle UMBRIA 42";"42258";"Soria";"Arcos de Jalón";"UTRILLA";"UTRILLA";"667897100";"976752247";"";"casablasa.utrilla@gmail.com";"www.casaruralblasa.com";"";"";"";"16";"";"";"Si";
"49/000423";"Casa Rural";"4ª - 4 Estrellas";"PÁJARO PINTO";"Camino Zafara 8";"49214";"Zamora";"Fariza";"TUDERA";"TUDERA";"649449344";"";"";"pajaropintoarribes@gmail.com";"www.pajaropinto.com";"";"";"";"10";"-6,212998";"41,415525";"Si";
"34/000377";"Casa Rural";"4ª - 4 Estrellas";"CASA RURAL LA SINAGOGA";"Plaza OBISPO GERMÁN VEGA 6";"34420";"Palencia";"Amusco";"AMUSCO";"AMUSCO";"979160237";"638068040";"";"";"";"";"";"";"16";"";"";"Si";
"24/000847";"Casa Rural";"3ª - 3 Estrellas";"CASA LA BIERA";"Calle LA PUENTE 2";"24127";"León";"Riello";"VELILLA (LA)";"VELILLA (LA)";"605990399";"";"";"";"";"";"";"";"7";"";"";"";
"37/000831";"Casa Rural";"3ª - 3 Estrellas";"LA CASA REBONITA";"Calle MATUTE 13";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"659938329";"";"";"info@lacasarebonita.com";"www.lacasarebonita.com";"";"";"";"9";"";"";"";
"09/000714";"Casa Rural";"3ª - 3 Estrellas";"EL COCODRILO";"Calle del Campo 49";"09199";"Burgos";"Arlanzón";"AGES";"AGES";"645561756";"";"";"jorgemartin@gmail.com";"";"";"";"";"2";"-3,47";"42,37";"";
"42/000554";"Casa Rural";"3ª - 3 Estrellas";"EL CHORRON";"Calle  SOLEDAD 52";"42153";"Soria";"Royo (El)";"ROYO (EL)";"ROYO (EL)";"669057743";"";"";"larred13@hotmail.com";"www.elchorron.com";"";"";"";"8";"-2,6470833";"41,9068056";"";
"24/000848";"Hotel Rural";"3ª - 3 Estrellas";"DIAS DE LUNA";"Calle MAGISTRADO QUIROS 24";"24145";"León";"Sena de Luna";"SENA DE LUNA";"SENA DE LUNA";"987597767";"685891527";"";"TURISMORURAL@DIASDELUNA.COM";"www.diasdeluna.com";"";"";"";"37";"";"";"Si";
"24/000849";"Casa Rural";"4ª - 4 Estrellas";"VERDIAGO";"Calle REAL 1 20";"24960";"León";"Crémenes";"VERDIAGO";"VERDIAGO";"987710701";"";"";"";"";"";"";"";"2";"";"";"Si";
"09/000715";"Casa Rural";"4ª - 4 Estrellas";"PALACIO LOS LAMBREQUINES";"Calle Villacomparada de rueda, 14";"09550";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"VILLACOMPARADA DE RUEDA";"VILLACOMPARADA DE RUEDA";"619600060";"";"";"tuseventos@palaciovillacomparada.com";"palaciovillacomparada.com";"";"";"";"10";"-3,3325";"42,577";"Si";
"09/000716";"Hotel Rural";"3ª - 3 Estrellas";"LA VENTILLA DEL TIRABEQUE";"Calle Real 1";"09553";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"VILLACOMPARADA DE RUEDA";"VILLACOMPARADA DE RUEDA";"947136111";"";"";"";"";"";"";"";"9";"";"";"";
"34/000378";"Hotel Rural";"2ª - 2 Estrellas";"HOTEL RURAL SAN PEDRO";"Avenida DEL EJÉRCITO ESPAÑOL 8";"34440";"Palencia";"Frómista";"FROMISTA";"FROMISTA";"979810016";"625687045";"";"hostalsanpedro2010@gmail.com";"";"";"";"";"22";"-4,404694";"42,268308";"Si";
"24/000850";"Hotel Rural";"3ª - 3 Estrellas";"A VISTA DE OSO";"Calle CORRADONA 14";"24113";"León";"Villablino";"ORALLO";"ORALLO";"610271021";"";"";"";"";"";"";"";"11";"";"";"";
"37/000833";"Casa Rural";"4ª - 4 Estrellas";"LA TORRECILLA";"Finca LA TORRECCILLA SN";"37170";"Salamanca";"San Pedro del Valle";"SAN PEDRO DEL VALLE";"SAN PEDRO DEL VALLE";"642732774";"";"";"reservas@fincalatorrecilla.es";"www.finclatorrecilla.com";"";"";"";"13";"";"";"Si";
"40/000725";"Casa Rural";"3ª - 3 Estrellas";"LA FUENTE DE CABANILLAS";"Calle LA FUENTE 2";"40160";"Segovia";"Torrecaballeros";"CABANILLAS DEL MONTE";"CABANILLAS DEL MONTE";"650137061";"645953127";"";"fuentecabanillas@gmail.com";"www.fuentedecabanillas.es";"";"";"";"4";"";"";"";
"05/001391";"Casa Rural";"4ª - 4 Estrellas";"UN RINCON EN LA MORAÑA";"Calle ALDEHUELA 12";"05162";"Ávila";"Berlanas (Las)";"BERLANAS (LAS)";"BERLANAS (LAS)";"635901350";"";"";"sandrajf22@hotmail.com";"";"";"";"";"2";"";"";"Si";
"05/001392";"Casa Rural";"3ª - 3 Estrellas";"DON FRANCISCO";"Calle BARRIO NUEVO 10";"05217";"Ávila";"San Vicente de Arévalo";"SAN VICENTE DE AREVALO";"SAN VICENTE DE AREVALO";"651930681";"";"";"f615930681@gmail.com";"";"";"";"";"6";"";"";"";
"49/000424";"Casa Rural";"5ª - 5 Estrellas";"MOLINO RÍO TERA";"Paraje Molino de Olleros s/n";"49331";"Zamora";"Calzadilla de Tera";"OLLEROS DE TERA";"OLLEROS DE TERA";"980119024";"622325388";"";"molinodeolleros@gmail.com";"www.molinodeolleros.es";"";"";"";"8";"-6,1033333";"41,9930556";"";
"42/000555";"Hotel Rural";"3ª - 3 Estrellas";"LA CERAMICA";"Plaza DEL CARMEN 6";"42240";"Soria";"Medinaceli";"MEDINACELI";"CENTRO";"975326381";"681274071";"";"laceramicahotel@gmail.com";"www.laceramicahotel.es";"";"";"";"30";"-2,434401";"41,172333";"";
"09/000718";"Casa Rural";"2ª - 2 Estrellas";"LOS SOPORTALES";"Barrio Somanilla 21";"09514";"Burgos";"Junta de Traslaloma";"COLINA";"COLINA";"650121642";"";"";"";"";"";"";"";"15";"";"";"";
"37/000835";"Hotel Rural";"4ª - 4 Estrellas";"LA OSA MAYOR";"Calle MALLERO S/N";"37552";"Salamanca";"Villasrubias";"VILLASRUBIAS";"VILLASRUBIAS";"677659309";"";"";"hrlaosamayor@gmail.com";"https://alojamientoruralvillasrubias.webnode.es/";"";"";"";"7";"-6,6347";"40,3365";"Si";
"24/000851";"Casa Rural";"3ª - 3 Estrellas";"EL REFUGIO I DE VERDIAGO";"Calle CANALINA 11";"24960";"León";"Crémenes";"VERDIAGO";"VERDIAGO";"987710640";"";"";"gerencia@verdiagovive.com";"";"";"";"";"4";"";"";"Si";
"37/000836";"Casa Rural";"3ª - 3 Estrellas";"EL MOLINO";"Calle  IGLESIA 24  BJº";"37650";"Salamanca";"Sequeros";"SEQUEROS";"SEQUEROS";"923437316";"696099890";"";"sara_seke@hotmail.com";"";"";"";"";"4";"";"";"";
"24/000853";"Casa Rural";"1ª - 1 Estrella";"CARES";"Calle AMAPOLA 13";"24915";"León";"Posada de Valdeón";"SANTA MARINA DE VALDEON";"SANTA MARINA DE VALDEON";"911138925";"";"";"";"";"";"";"";"5";"";"";"";
"05/001393";"Casa Rural";"4ª - 4 Estrellas";"CASA LOS BISA";"Calle VIRGEN DE FATIMA 21";"05290";"Ávila";"Sanchidrián";"SANCHIDRIAN";"SANCHIDRIAN";"655854946";"625313060";"";"reservas@lacasadelosbisa.es";"";"";"";"";"3";"-4,581711";"40,895475";"";
"05/001394";"Casa Rural";"3ª - 3 Estrellas";"PUERTA DE CASTILLA";"Calle NICANORA AGÜERO 4  BAJO";"05292";"Ávila";"Velayos";"VELAYOS";"VELAYOS";"648658651";"";"";"info@casaruralpuertadecastilla.es";"www.casaruralpuertadecastilla.es";"";"";"";"12";"-4,6238889";"40,8402778";"";
"47/000316";"Hotel Rural";"3ª - 3 Estrellas";"LOS TEJARES";"Calle VENTOSA SN";"47230";"Valladolid";"Matapozuelos";"MATAPOZUELOS";"MATAPOZUELOS";"652835731";"600110714";"";"";"www.lostejares.com";"";"";"";"28";"";"";"Si";
"05/001396";"Casa Rural";"3ª - 3 Estrellas";"LA MAJADA DEL ACEBO";"Calle SAN BERNABÉ 76";"05697";"Ávila";"Navatejares";"NAVATEJARES";"NAVATEJARES";"626592727";"";"";"ruben.lacorte@gmail.com";"";"";"";"";"4";"";"";"";
"05/001397";"Casa Rural";"3ª - 3 Estrellas";"LA CIRUJANA";"Paraje EL SOTILLO - FINCA LA CIRUJANA S/N";"05412";"Ávila";"San Esteban del Valle";"SAN ESTEBAN DEL VALLE";"SAN ESTEBAN DEL VALLE";"628759277";"620079011";"";"aceldran@quironsalud.es";"";"";"";"";"6";"";"";"Si";
"37/000837";"Casa Rural";"4ª - 4 Estrellas";"GORRIONES";"Calle LA ERMITA 6";"37466";"Salamanca";"Sanchón de la Sagrada";"SANCHON DE LA SAGRADA";"SANCHON DE LA SAGRADA";"696246248";"";"";"avdmj@hotmail.com";"";"";"";"";"13";"";"";"Si";
"05/001398";"Casa Rural";"3ª - 3 Estrellas";"LA AVELLANEDA";"Calle LA PLAZUELA-BARRIO DEL MEDIO 86";"05580";"Ávila";"Avellaneda";"AVELLANEDA";"AVELLANEDA";"676549050";"";"";"info@disfrutagredosrural.com";"";"";"";"";"6";"";"";"";
"47/000317";"Casa Rural";"4ª - 4 Estrellas";"CASA DE RUPLAS 2";"Calle SAN ROQUE 1";"47237";"Valladolid";"Matapozuelos";"MATAPOZUELOS";"VILLALBA DE ADAJA";"625462030";"";"";"casaruplas@gmail.com";"";"";"";"";"6";"";"";"Si";
"49/000426";"Casa Rural";"3ª - 3 Estrellas";"FINCA REQUEJO";"Polígono 2 Parcela 1 Monte Requejo";"49620";"Zamora";"Santa Cristina de la Polvorosa";"SANTA CRISTINA DE LA POLVOROSA";"SANTA CRISTINA DE LA POLVOROSA";"606615556";"679084306";"";"direccion@hispananova.com";"";"";"";"";"14";"";"";"";
"05/001399";"Casa Rural";"4ª - 4 Estrellas";"CASA GRANDE DE LA ALMOHALLA";"Calle MAYOR 68";"05515";"Ávila";"Piedrahíta";"ALMOHALLA (LA)";"ALMOHALLA (LA)";"640684807";"";"";"acibros@gmail.com";"www.ruralcorneja.com";"";"";"";"11";"";"";"";
"34/000379";"Casa Rural";"3ª - 3 Estrellas";"VILLA SARMIENTO";"Calle ESPOLÓN6 6";"34407";"Palencia";"Sotobañado y Priorato";"SOTOBAÑADO Y PRIORATO";"SOTOBAÑADO Y PRIORATO";"605945691";"";"";"";"";"";"";"";"16";"";"";"";
"37/000838";"Casa Rural";"4ª - 4 Estrellas";"HORIZONTE DE SALAMANCA";"Calle RETABLO 1";"37426";"Salamanca";"Palencia de Negrilla";"PALENCIA DE NEGRILLA";"PALENCIA DE NEGRILLA";"609441630";"";"";"hola@horizontedesalamanca.es";"www.horizontedesalamanca.es";"";"";"";"8";"-5,60014";"41,094312";"";
"09/000719";"Casa Rural";"4ª - 4 Estrellas";"URBINA LANDETXEA";"Calle Mayor 13";"09215";"Burgos";"Condado de Treviño";"BURGUETA";"BURGUETA";"609485630";"";"";"info@urbinalandetxea.com";"www.urbinalandetxea.com";"";"";"";"12";"";"";"Si";
"05/001401";"Casa Rural";"3ª - 3 Estrellas";"LA RISQUERA III";"Calle CAMINO DEL PANTANILLO";"05113";"Ávila";"Burgohondo";"BURGOHONDO";"BURGOHONDO";"920283018";"625138024";"";"jesus_59peluquero@hotmail.com";"";"";"";"";"3";"";"";"Si";
"09/000720";"Posada";"3ª - 3 Estrellas";"PALACIO DE GUZMAN";"Calle Constitución 1";"09314";"Burgos";"Pedrosa de Duero";"GUZMAN";"GUZMAN";"616619617";"";"";"hola@elpalaciodeguzman.com";"www.elpalaciodeguzman.com";"";"";"";"14";"-3,9966667";"41,8566667";"";
"37/000839";"Casa Rural";"4ª - 4 Estrellas";"ESQUINA DEL COJO";"Calle ALCALÁ 10";"37532";"Salamanca";"Monsagro";"MONSAGRO";"MONSAGRO";"923489537";"";"";"casaruralesquinadelcojo@gmail.com";"";"";"";"";"4";"-6,2711";"40,5029";"Si";
"24/000855";"Casa Rural";"2ª - 2 Estrellas";"LA CLAVE";"Calle ESGUEVA 39";"24459";"León";"Toreno";"VALDELALOBA";"VALDELALOBA";"665667493";"";"";"";"";"";"";"";"2";"";"";"";
"24/000856";"Casa Rural";"2ª - 2 Estrellas";"LA CLAVE II";"Calle ESGUEVA 39";"24459";"León";"Toreno";"VALDELALOBA";"VALDELALOBA";"665667493";"";"";"";"";"";"";"";"2";"";"";"";
"24/000857";"Casa Rural";"3ª - 3 Estrellas";"LA ROSALEDA LEON";"Calle CAMINO DE SANTIAGO 46";"24286";"León";"Hospital de Órbigo";"HOSPITAL DE ORBIGO";"HOSPITAL DE ORBIGO";"987094637";"";"";"";"";"";"";"";"8";"";"";"Si";
"47/000319";"Hotel Rural";"4ª - 4 Estrellas";"LA TEJERA";"Avenida ESTACIÓN 47";"47360";"Valladolid";"Quintanilla de Arriba";"QUINTANILLA DE ARRIBA";"QUINTANILLA DE ARRIBA";"983870301";"625382854";"";"info@latejerahotelrural.com";"latejerahotelrural.com";"";"";"";"12";"";"";"Si";
"42/000556";"Casa Rural";"3ª - 3 Estrellas";"EL NIDO DEL MIRLO";"Calle ANGUSTIAS 32-34";"42148";"Soria";"Casarejos";"CASAREJOS";"CASAREJOS";"975372136";"";"";"info@elnidodelmirlo.com";"www.elnidodelmirlo.com";"";"";"";"13";"-3,0308333";"41,7955556";"";
"34/000381";"Hotel Rural";"1ª - 1 Estrella";"HOSTERÍA DE MONZÓN";"Barrio DE LA AZUCARERA 63";"34410";"Palencia";"Monzón de Campos";"MONZON DE CAMPOS";"MONZON DE CAMPOS";"979808314";"";"";"";"";"";"";"";"15";"";"";"";
"40/000727";"Casa Rural";"3ª - 3 Estrellas";"EL HORNO DE LA ALDEGÜELA";"Carretera DE SORIA 39";"40160";"Segovia";"Torrecaballeros";"TORRECABALLEROS";"TORRECABALLEROS";"621401060";"";"";"INFO@FINCAELRANCHO.COM";"WWW.FINCAELRANCHO.COM/CASA-R";"";"";"";"10";"-4,0197222";"40,9975";"Si";
"05/001402";"Casa Rural";"3ª - 3 Estrellas";"LA CASA DE NINI";"Calle SAN JOSE 6";"05416";"Ávila";"Arenal (El)";"ARENAL (EL)";"ARENAL (EL)";"687420727";"";"";"";"";"";"";"";"6";"";"";"";
"05/001403";"Casa Rural";"4ª - 4 Estrellas";"EL MOLINO";"Calle EXTRARRADIO 8";"05460";"Ávila";"Gavilanes";"GAVILANES";"GAVILANES";"667035152";"";"";"";"";"";"";"";"6";"-4,855042";"40,261471";"Si";
"09/000721";"Hotel Rural";"3ª - 3 Estrellas";"LA CASA DE HAZA";"Plaza La Fuente, 1";"09463";"Burgos";"Haza";"HAZA";"HAZA";"625516255";"";"";"hola@lacasadehaza.es";"";"";"";"";"7";"";"";"";
"09/000722";"Posada";"4ª - 4 Estrellas";"PALACIO DEL OBISPO TEMIÑO";"Calle Grande 10";"09559";"Burgos";"Merindad de Valdivielso";"PUENTE-ARENAS";"PUENTE-ARENAS";"627927202";"";"";"mantalera@hotmail.com";"";"";"";"";"20";"";"";"Si";
"34/000382";"Casa Rural";"3ª - 3 Estrellas";"CASA RURAL LA RIERA";"Calle LA RIERA 4";"34830";"Palencia";"Salinas de Pisuerga";"SALINAS DE PISUERGA";"SALINAS DE PISUERGA";"644324452";"";"";"";"";"";"";"";"4";"-4,3787";"42,8487";"Si";
"49/000427";"Casa Rural";"4ª - 4 Estrellas";"LA CASA DE BELÉN";"Carretera MADRID-CORUÑA 16";"49781";"Zamora";"Torre del Valle (La)";"TORRE DEL VALLE (LA)";"TORRE DEL VALLE (LA)";"636388441";"";"";"belenmaniega@hotmail.com";"https://lacasadebelen.home.blog/";"";"";"";"6";"-5,7238889";"42,09";"";
"37/000840";"Casa Rural";"4ª - 4 Estrellas";"CASA RURAL EL CARTERO";"Calle LA FUENTE 5";"37497";"Salamanca";"Carpio de Azaba";"CARPIO DE AZABA";"CARPIO DE AZABA";"627298416";"";"";"infocasaruralelcartero@gmail.com";"";"";"";"";"14";"";"";"Si";
"47/000320";"Casa Rural";"3ª - 3 Estrellas";"EL LAGAR DE LA CASTRILLA";"Calle HIGUERA 2A";"47282";"Valladolid";"Trigueros del Valle";"TRIGUEROS DEL VALLE";"TRIGUEROS DEL VALLE";"633842820";"";"";"";"";"";"";"";"6";"-4,650695";"41,830572";"";
"42/000557";"Hotel Rural";"3ª - 3 Estrellas";"SIERRA DEL TORANZO";"Calle REAL 4";"42138";"Soria";"Borobia";"BOROBIA";"BOROBIA";"688662266";"976634646";"";"toranzorural@gmail.com";"";"";"";"";"7";"";"";"Si";
"37/000841";"Casa Rural";"3ª - 3 Estrellas";"CASA RINCÓN";"Calle LARGA 15";"37621";"Salamanca";"Cabaco (El)";"CABACO (EL)";"CABACO (EL)";"620936093";"";"";"hoyochico@gmail.com";"";"";"";"";"6";"-6,1271528";"40,5659583";"Si";
"34/000383";"Casa Rural";"4ª - 4 Estrellas";"LAS RIENDAS CASA RURAL";"Calle DON PELAYO 7";"34879";"Palencia";"Guardo";"MUÑECA";"MUÑECA";"696464399";"";"";"lasriendascasarural@gmail.com";"www.lasriendascasarural.com";"";"";"";"6";"-4,80198";"42,793141";"Si";
"47/000321";"Casa Rural";"3ª - 3 Estrellas";"EL PAJAR DE CIGUÑUELA";"Calle TRES HUERTOS 18";"47191";"Valladolid";"Ciguñuela";"CIGUÑUELA";"CIGUÑUELA";"685364323";"";"";"elpajardeciguñuela@gmail.com";"";"";"";"";"4";"";"";"";
"42/000558";"Casa Rural";"4ª - 4 Estrellas";"SIERRA DEL SOLORIO";"Calle CERVANTES 2";"42269";"Soria";"Arcos de Jalón";"IRUECHA";"IRUECHA";"696417342";"";"";"info@casaruralsierradelsolorio.com";"www.casaruralsierradelsolorio.com";"";"";"";"8";"-2,0919444";"41,1086111";"Si";
"09/000723";"Casa Rural";"3ª - 3 Estrellas";"AGUACHALES";"Calle Pilones, 6";"09239";"Burgos";"Arcos";"VILLANUEVA-MATAMALA";"VILLANUEVA-MATAMALA";"647694782";"";"";"casaruralaguachales@gmail.com";"";"";"";"";"11";"";"";"";
"40/000728";"Hotel Rural";"3ª - 3 Estrellas";"EL LABRADOR";"Calle LAS TRES CRUCES 6";"40389";"Segovia";"San Pedro de Gaíllos";"SAN PEDRO DE GAILLOS";"SAN PEDRO DE GAILLOS";"640672601";"921531192";"";"HOTELRURALELLABRADOR@HOTMAIL.COM";"";"";"";"";"18";"";"";"Si";
"05/001404";"Casa Rural";"3ª - 3 Estrellas";"LA PLAZA VIEJA";"Calle AYUNTAMIENTO VIEJO 3";"05414";"Ávila";"Cuevas del Valle";"CUEVAS DEL VALLE";"CUEVAS DEL VALLE";"679567950";"";"";"vanessabelmar@hotmail.com";"";"";"";"";"11";"";"";"Si";
"05/001405";"Casa Rural";"4ª - 4 Estrellas";"BAÑOS DE LA REINA";"Calle BAÑO 3";"05292";"Ávila";"Vega de Santa María";"VEGA DE SANTA MARIA";"VEGA DE SANTA MARIA";"639218601";"";"";"CASARURAL@DUQUESADELACONQUISTA.COM";"";"";"";"";"11";"-4,64287";"40,83618";"Si";
"09/000725";"Casa Rural";"2ª - 2 Estrellas";"SOLES DE MONTORIO";"Calle Burgos, 21";"09125";"Burgos";"Montorio";"MONTORIO";"MONTORIO";"660428405";"";"";"solesdemontorio@gmail.com";"";"";"";"";"12";"";"";"Si";
"09/000726";"Casa Rural";"4ª - 4 Estrellas";"LA OLMA";"Calle Real, 45";"09493";"Burgos";"Campillo de Aranda";"CAMPILLO DE ARANDA";"CAMPILLO DE ARANDA";"680535372";"";"";"yolamar2006@hotmail.com";"";"";"";"";"12";"";"";"Si";
"34/000384";"Casa Rural";"3ª - 3 Estrellas";"CASA RURAL VEREDA";"Calle RONDA DE ARRIBA 11";"34347";"Palencia";"Ledigos";"LEDIGOS";"LEDIGOS";"647102213";"";"";"info@cervezavereda.com";"";"";"";"";"8";"-4,863261";"42,355215";"";
"49/000428";"Casa Rural";"4ª - 4 Estrellas";"LA FONTICA";"Calle Palacio 8";"49337";"Zamora";"Ferreras de Arriba";"VILLANUEVA DE VALROJO";"VILLANUEVA DE VALROJO";"980046089";"685302939";"";"lafonticacasarural@gmail.com";"www.lafontica.es";"";"";"";"10";"-6,218661";"41,951371";"";
"34/000385";"Casa Rural";"3ª - 3 Estrellas";"LOS CHOZOS DE LA BRAÑA-TASUGUERAS";"Calle GENERAL MOLA 5";"34820";"Palencia";"Brañosera";"BRAÑOSERA";"BRAÑOSERA";"639834537";"";"";"";"";"";"";"";"6";"-4,305";"42,8681";"Si";
"34/000386";"Casa Rural";"3ª - 3 Estrellas";"LOS CHOZOS DE LA BRAÑA-MOSTAJUELO";"Calle GENERAL MOLA 5   A";"34820";"Palencia";"Brañosera";"BRAÑOSERA";"BRAÑOSERA";"639834537";"";"";"";"";"";"";"";"6";"-4,305";"42,8681";"Si";
"09/000727";"Hotel Rural";"4ª - 4 Estrellas";"HOTEL RURAL GRANJA SAN JULIÁN";"Calle Granja San Julián s/n";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"638793596";"";"";"";"";"";"";"";"12";"";"";"Si";
"09/000728";"Casa Rural";"4ª - 4 Estrellas";"GRANJA SAN JULIAN";"Calle Granja San Julián s/n";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"638793596";"";"";"";"";"";"";"";"16";"";"";"Si";
"42/000559";"Casa Rural";"3ª - 3 Estrellas";"EL SETAR DEL DUERO I";"Barrio DE LA ESTACION S/N";"42360";"Soria";"Berlanga de Duero";"BERLANGA DE DUERO";"BERLANGA DE DUERO";"646778723";"";"";"elsetardelduero@gmail.com";"";"";"";"";"2";"";"";"Si";
"42/000560";"Casa Rural";"3ª - 3 Estrellas";"EL SETAR DEL DUERO II";"Barrio DE LA ESTACION S/N";"42360";"Soria";"Berlanga de Duero";"BERLANGA DE DUERO";"BERLANGA DE DUERO";"646778723";"";"";"elsetardelduero@gmail.com";"";"";"";"";"2";"";"";"Si";
"37/000842";"Casa Rural";"4ª - 4 Estrellas";"CASA RURAL MIRADOR SIERRA DE GREDOS";"Calle CASTILLO 55  BAJO";"37774";"Salamanca";"Guijo de Ávila";"GUIJO DE AVILA";"GUIJO DE AVILA";"669075087";"";"";"miradorcovatilla@gmail.com";"";"";"";"";"8";"-5,638735";"40,530618";"";
"47/000322";"Hotel Rural";"3ª - 3 Estrellas";"ENVERO";"Calle CAZO 16";"47315";"Valladolid";"Pesquera de Duero";"PESQUERA DE DUERO";"PESQUERA DE DUERO";"679599930";"";"";"hotelr.envero@gmail.com";"www.hotelenvero.es";"";"";"";"16";"";"";"Si";
"09/000729";"Casa Rural";"3ª - 3 Estrellas";"LA MAESTRA";"Calle Las Escuelas, 36";"09219";"Burgos";"Bozoó";"BOZOO";"BOZOO";"643134577";"";"";"anika.catering@gmail.com";"";"";"";"";"12";"";"";"Si";
"49/000429";"Casa Rural";"4ª - 4 Estrellas";"FLOR DE JARA";"Calle NUEZ 23";"49516";"Zamora";"Trabazos";"TRABAZOS";"TRABAZOS";"606539949";"";"";"susanafr83@gmail.com";"www.casaruralflordejara.es";"";"";"";"8";"-6,493561";"41,747874";"Si";
"49/000430";"Posada";"3ª - 3 Estrellas";"SIERRA DE LA CULEBRA";"Avenida PRINCIPE DE ASTURIAS 23";"49335";"Zamora";"Ferreras de Abajo";"FERRERAS DE ABAJO";"FERRERAS DE ABAJO";"615505769";"";"";"posadasierradelaculebra@gmail.com";"www.posadasierradelaculebra.es";"";"";"";"16";"-6,078245";"41,897152";"Si";
"34/000387";"Casa Rural";"3ª - 3 Estrellas";"LA PARADA A";"Calle LA CAÑADA";"34887";"Palencia";"Triollo";"TRIOLLO";"TRIOLLO";"654693281";"";"";"";"";"";"";"";"10";"";"";"";
"37/000843";"Casa Rural";"4ª - 4 Estrellas";"CAÑO VIEJO";"Carretera DE SALAMANCA 33";"37170";"Salamanca";"Vega de Tirados";"VEGA DE TIRADOS";"VEGA DE TIRADOS";"923043017";"676487270";"";"euvipe@hotmail.com";"";"";"";"";"10";"-5,885846";"41,022673";"Si";
"05/001408";"Casa Rural";"3ª - 3 Estrellas";"LAS CANALES";"Calle LAZARA 17";"05631";"Ávila";"Zapardiel de la Ribera";"ZAPARDIEL DE LA RIBERA";"ZAPARDIEL DE LA RIBERA";"637564902";"";"";"carmengc1965@gmail.com";"";"";"";"";"8";"-5,329918";"40,355459";"";
"37/000844";"Casa Rural";"4ª - 4 Estrellas";"LAS VILLAS";"Calle VALLADILID 23";"37405";"Salamanca";"Cantalpino";"CANTALPINO";"CANTALPINO";"607596590";"";"";"";"";"";"";"";"10";"";"";"Si";
"37/000845";"Casa Rural";"4ª - 4 Estrellas";"EL MOLINO";"Calle CERRADO (Paraje Mangada, Polígono 10, Parcela 40) 12";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"923161270";"";"";"elmolinocandelario@gmail.com";"www.elmolinocandelario.es";"";"";"";"4";"-5,74173";"40,363667";"";
"37/000846";"Casa Rural";"4ª - 4 Estrellas";"FINCA EL MOLINO";"Carretera ANTIGUA CARRETERA CV-182";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"635638211";"";"";"lafincaelmolino@gmail.com";"";"";"";"";"10";"";"";"Si";
"37/000847";"Posada";"1ª - 1 Estrella";"VINARIUS";"Calle CALZADA 8";"37797";"Salamanca";"Castellanos de Villiquera";"CASTELLANOS DE VILLIQUERA";"CASTELLANOS DE VILLIQUERA";"923320329";"";"";"vinarius@vinarius.es";"";"";"";"";"4";"";"";"";
"05/001409";"Casa Rural";"4ª - 4 Estrellas";"CASA DEL MAESTRO";"Calle LAS FUENTES 8";"05296";"Ávila";"Orbita";"ORBITA";"ORBITA";"920301201";"";"";"ayuntamientodeorbita@gmail.com";"";"";"";"";"6";"";"";"Si";
"34/000389";"Hotel Rural";"3ª - 3 Estrellas";"HOTEL RURAL EL MARQUÉS";"Calle MARQUES DE VALDAVIA 1";"34100";"Palencia";"Saldaña";"SALDAÑA";"SALDAÑA";"979890079";"676543200";"";"info@hotelruralelmarques.com";"www.hotelruralelmarques.com";"";"";"";"19";"";"";"Si";
"05/001410";"Casa Rural";"4ª - 4 Estrellas";"BRAULIO";"Calle YEGÜERIZAS 17";"05294";"Ávila";"Herradón de Pinares";"CAÑADA (LA)";"CAÑADA (LA)";"676855960";"";"";"sara.vaello@gmail.com";"";"";"";"";"15";"";"";"Si";
"24/000858";"Casa Rural";"4ª - 4 Estrellas";"LA CASITA DE VERDIAGO";"Calle CANALINA 13";"24960";"León";"Crémenes";"VERDIAGO";"VERDIAGO";"987710640";"635578058";"";"INFO@VERDIAGO.ES";"WWW.VERDIAGOVIVE.ES";"";"";"";"4";"";"";"Si";
